preferred_term	from_id	to_id_or_label
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NaBr	CHEBI:63004	sodium bromide
H3BO3	CHEBI:33118	boric acid
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2SeO4	CHEBI:77775	sodium selenate
KNO3	CHEBI:63043	potassium nitrate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KNO3	CHEBI:63043	potassium nitrate
NaBr	CHEBI:63004	sodium bromide
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
KNO3	CHEBI:63043	potassium nitrate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2S2O3	CHEBI:132112	sodium thiosulfate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KNO3	CHEBI:63043	potassium nitrate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2S2O3	CHEBI:132112	sodium thiosulfate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4 x 3 H2O	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KNO3	CHEBI:63043	potassium nitrate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
Na-thioglycolate	CHEBI:86481	sodium thioglycolate
Na-thioglycolate	CHEBI:86481	sodium thioglycolate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Na2CO3	CHEBI:29377	sodium carbonate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na pyruvate	CHEBI:50144	sodium pyruvate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KNO3	CHEBI:63043	potassium nitrate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24 x 4 H2O	CHEBI:91249	ammonium molybdate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
Na2SeO4	CHEBI:77775	sodium selenate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MgSO4 x H2O	CHEBI:32599	magnesium sulfate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na pyruvate	CHEBI:50144	sodium pyruvate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
Na2SO4	CHEBI:32149	sodium sulfate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
CaSO4	CHEBI:31346	calcium sulfate
Na-acetate	CHEBI:32954	sodium acetate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
Na-formate	CHEBI:62965	sodium formate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
Na-formate	CHEBI:62965	sodium formate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KNO3	CHEBI:63043	potassium nitrate
MnSO4 x n H2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
Na-thiosulfate	CHEBI:132112	sodium thiosulfate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2SO4	CHEBI:32149	sodium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
MnSO4·nH2O	CHEBI:86360	manganese(II) sulfate
(NH4)2HPO4	CHEBI:63051	diammonium hydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Ca(NO3)2	CHEBI:64205	calcium nitrate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4·nH2O	CHEBI:86360	manganese(II) sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
MnSO4·nH2O	CHEBI:86360	manganese(II) sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
KBr	CHEBI:32030	potassium bromide
K2SO4	CHEBI:32036	potassium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4·nH2O	CHEBI:86360	manganese(II) sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4NO3	CHEBI:63038	ammonium nitrate
MnSO4·7H2O	CHEBI:86360	manganese(II) sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
MnSO4·nH2O	CHEBI:86360	manganese(II) sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
MnSO4·nH2O	CHEBI:86360	manganese(II) sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4NO3	CHEBI:63038	ammonium nitrate
(NH4)6Mo7O24·4H2O	CHEBI:91249	ammonium molybdate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Ca(NO3)2	CHEBI:64205	calcium nitrate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
H3BO3	CHEBI:33118	boric acid
K2SO4	CHEBI:32036	potassium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4NO3	CHEBI:63038	ammonium nitrate
(NH4)6Mo7O24·4H2O	CHEBI:91249	ammonium molybdate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
(NH4)6Mo7O24·4H2O	CHEBI:91249	ammonium molybdate
MgSO4·6H2O	CHEBI:32599	magnesium sulfate
H3BO3	CHEBI:33118	boric acid
KBr	CHEBI:32030	potassium bromide
K2SO4	CHEBI:32036	potassium sulfate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
NaBr	CHEBI:63004	sodium bromide
NaF	CHEBI:28741	sodium fluoride
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Na2CO3	CHEBI:29377	sodium carbonate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2CO3	CHEBI:29377	sodium carbonate
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
NH4Cl	CHEBI:31206	ammonium chloride
Na2SO4	CHEBI:32149	sodium sulfate
H3BO3	CHEBI:33118	boric acid
NH4Cl	CHEBI:31206	ammonium chloride
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
KBr	CHEBI:32030	potassium bromide
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
NH4NO3	CHEBI:63038	ammonium nitrate
H3BO3	CHEBI:33118	boric acid
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
(NH4)2SO4	CHEBI:62946	ammonium sulfate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
Na2WO4	CHEBI:63940	sodium tungstate
MgSO4	CHEBI:32599	magnesium sulfate
CuSO4	CHEBI:23414	copper(II) sulfate
MnSO4	CHEBI:86360	manganese(II) sulfate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
H3BO3	CHEBI:33118	boric acid
KH2PO4	CHEBI:63036	potassium dihydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate
Na2CO3	CHEBI:29377	sodium carbonate
